23:59:48  |  Platform  |  Info  |  * Initialise: RenderManager  |  C:\Game_Engine\MyGUI_3.2.2\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreRenderManager.cpp  |  43
23:59:48  |  Core  |  Warning  |  duplicate resource name 'ScrollViewEmpty'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'TabHeaderButton'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'TabControl'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'MultiListBox'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'MultiListButton'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'MultiSubListBox'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Info  |  Load ini file 'MyGUI_PointerImages.xml'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  114
23:59:48  |  Core  |  Warning  |  duplicate resource name 'ArrowPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'BeamPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'SizeLeftPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'SizeRightPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'SizeHorzPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'SizeVertPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'HandPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'SaberPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'LinkPointerImage'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Info  |  Load ini file 'MyGUI_Pointers.xml'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  114
23:59:48  |  Core  |  Warning  |  duplicate resource name 'arrow'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'beam'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'size_left'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'size_right'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'size_horz'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'size_vert'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'hand'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'link'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Warning  |  duplicate resource name 'saber'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  92
23:59:48  |  Core  |  Info  |  Load ini file 'MyGUI_Layers.xml'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  114
23:59:48  |  Core  |  Info  |  Load ini file 'MyGUI_Settings.xml'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  114
00:03:27  |  Core  |  Info  |  * Shutdown: Gui  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_Gui.cpp  |  125
00:03:27  |  Core  |  Info  |  * Shutdown: PointerManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_PointerManager.cpp  |  69
00:03:27  |  Core  |  Info  |  PointerManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_PointerManager.cpp  |  86
00:03:27  |  Core  |  Info  |  * Shutdown: InputManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_InputManager.cpp  |  73
00:03:27  |  Core  |  Info  |  InputManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_InputManager.cpp  |  78
00:03:27  |  Core  |  Info  |  * Shutdown: SkinManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_SkinManager.cpp  |  53
00:03:27  |  Core  |  Info  |  SkinManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_SkinManager.cpp  |  60
00:03:27  |  Core  |  Info  |  * Shutdown: SubWidgetManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_SubWidgetManager.cpp  |  63
00:03:27  |  Core  |  Info  |  SubWidgetManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_SubWidgetManager.cpp  |  83
00:03:27  |  Core  |  Info  |  * Shutdown: LayerManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  48
00:03:27  |  Core  |  Info  |  destroy layer 'Wallpaper'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Back'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Overlapped'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Middle'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Modal'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Main'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Popup'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'FadeMiddle'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Info'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'ToolTip'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'DragAndDrop'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'FadeBusy'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Pointer'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Fade'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  destroy layer 'Statistic'  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  208
00:03:27  |  Core  |  Info  |  LayerManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayerManager.cpp  |  59
00:03:27  |  Core  |  Info  |  * Shutdown: FontManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_FontManager.cpp  |  49
00:03:27  |  Core  |  Info  |  FontManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_FontManager.cpp  |  57
00:03:27  |  Core  |  Info  |  * Shutdown: ControllerManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ControllerManager.cpp  |  49
00:03:27  |  Core  |  Info  |  ControllerManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ControllerManager.cpp  |  59
00:03:27  |  Core  |  Info  |  * Shutdown: ClipboardManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ClipboardManager.cpp  |  46
00:03:27  |  Core  |  Info  |  ClipboardManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ClipboardManager.cpp  |  54
00:03:27  |  Core  |  Info  |  * Shutdown: LayoutManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayoutManager.cpp  |  42
00:03:27  |  Core  |  Info  |  LayoutManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LayoutManager.cpp  |  49
00:03:27  |  Core  |  Info  |  * Shutdown: PluginManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_PluginManager.cpp  |  41
00:03:27  |  Core  |  Info  |  PluginManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_PluginManager.cpp  |  46
00:03:27  |  Core  |  Info  |  * Shutdown: DynLibManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_DynLibManager.cpp  |  37
00:03:27  |  Core  |  Info  |  DynLibManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_DynLibManager.cpp  |  44
00:03:27  |  Core  |  Info  |  * Shutdown: LanguageManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LanguageManager.cpp  |  41
00:03:27  |  Core  |  Info  |  LanguageManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_LanguageManager.cpp  |  45
00:03:27  |  Core  |  Info  |  * Shutdown: ResourceManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  47
00:03:27  |  Core  |  Info  |  ResourceManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  57
00:03:27  |  Core  |  Info  |  * Shutdown: FactoryManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_FactoryManager.cpp  |  34
00:03:27  |  Core  |  Info  |  FactoryManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_FactoryManager.cpp  |  36
00:03:27  |  Core  |  Info  |  * Shutdown: ToolTipManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ToolTipManager.cpp  |  52
00:03:27  |  Core  |  Info  |  ToolTipManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_ToolTipManager.cpp  |  57
00:03:27  |  Core  |  Info  |  * Shutdown: WidgetManager  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_WidgetManager.cpp  |  91
00:03:27  |  Core  |  Info  |  WidgetManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_WidgetManager.cpp  |  100
00:03:27  |  Core  |  Info  |  Gui successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\MyGUIEngine\src\MyGUI_Gui.cpp  |  171
00:03:27  |  Platform  |  Info  |  * Shutdown: RenderManager  |  C:\Game_Engine\MyGUI_3.2.2\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreRenderManager.cpp  |  78
00:03:27  |  Platform  |  Info  |  RenderManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreRenderManager.cpp  |  86
00:03:27  |  Platform  |  Info  |  * Shutdown: DataManager  |  C:\Game_Engine\MyGUI_3.2.2\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreDataManager.cpp  |  42
00:03:27  |  Platform  |  Info  |  DataManager successfully shutdown  |  C:\Game_Engine\MyGUI_3.2.2\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreDataManager.cpp  |  44
